sysTime,roll,pitch,yaw,ax,ay,az,root,ave
4:10:3:11:85346,-59.98,-53.03,123.85,-0.87,-0.46,0.46,1.086324077,1.035313295
4:10:3:11:85443,-59.61,-50.05,122.47,-0.77,-0.38,0.4,0.947259204,0.990804113
4:10:3:11:85555,-57.84,-48.01,119.86,-0.95,-0.13,0.5,1.081387997,1.038323759
4:10:3:11:85635,-54.89,-46.19,118.52,-0.81,-0.24,0.47,0.966747123,0.998464775
4:10:3:11:85731,-51.5,-42.97,116.17,-0.66,-0.56,0.44,0.970978888,1.006371336
4:10:3:12:85859,-49.92,-40.59,116.83,-0.58,-0.3,0.67,0.93557469,0.9577669
4:10:3:12:86238,-47.85,-43.52,114.45,-0.5,-0.44,0.64,0.923688259,0.943413945
4:10:3:12:86350,-48.35,-43.69,115.78,-0.74,-0.23,0.63,0.998699154,0.952654034
4:10:3:12:86446,-48.19,-43.64,115.24,-0.58,-0.36,0.64,0.935735005,0.952707473
4:10:3:12:86541,-49.27,-44.79,114.43,-0.7,-0.49,0.61,1.049857133,0.994763764
4:10:3:12:86669,-49.36,-43.2,114.32,-0.62,-0.42,0.63,0.978621479,0.988071206
4:10:3:12:86733,-47.45,-44.07,114.01,-0.62,-0.45,0.59,0.96695398,0.998477531
4:10:3:13:86846,-47.1,-44.18,114.95,-0.67,-0.39,0.6,0.980306075,0.975293845
4:10:3:13:87247,-50.8,-51.24,119.1,-0.91,-0.19,0.7,1.163700993,1.036987016
4:10:3:13:87343,-47.64,-48.88,115.12,-0.71,-0.28,0.51,0.917932459,1.020646509
4:10:3:13:87471,-46.56,-47.47,114.28,-0.68,-0.27,0.48,0.875042856,0.985558769
4:10:3:13:87551,-47.77,-46,114.85,-0.75,-0.38,0.51,0.983361582,0.925445632
4:10:3:13:87647,-49.36,-44.35,116.28,-0.71,-0.23,0.54,0.921194876,0.926533105
4:10:3:13:87743,-50.56,-46.76,117.1,-0.6,-0.36,0.52,0.871779789,0.925445415
4:10:3:14:87855,-51.1,-48.78,117.7,-0.8,-0.36,0.56,1.040768947,0.944581204
4:10:3:14:88244,-60.64,-55.11,124.64,-0.82,-0.43,0.41,1.012620363,0.975056366
4:10:3:14:88341,-64.07,-55.12,125.97,-0.9,-0.29,0.37,1.015381702,1.02292367
4:10:3:14:88437,-65.42,-53.85,125.86,-0.82,-0.38,0.43,1.000849639,1.009617235
4:10:3:14:88549,-63.17,-50.77,123.32,-0.79,-0.38,0.35,0.943927963,0.986719768
4:10:3:14:88644,-60.87,-49.74,120.29,-0.77,-0.48,0.42,0.999849989,0.98154253
4:10:3:14:88772,-60.03,-48.98,119.15,-0.77,-0.54,0.4,1.022007828,0.98859526
4:10:3:15:88881,-58.29,-49.69,117.09,-0.78,-0.47,0.4,0.994635612,1.005497809
4:10:3:15:89260,-60.27,-50.39,118.28,-0.81,-0.47,0.39,1.014445661,1.010363034
4:10:3:15:89340,-60.77,-51.62,119.12,-0.83,-0.46,0.33,1.004689007,1.004590093
4:10:3:15:89468,-62.2,-51.65,120.18,-0.81,-0.51,0.4,1.037400598,1.018845089
4:10:3:15:89548,-62.45,-50.42,119.99,-0.8,-0.51,0.38,1.022007828,1.021365811
4:10:3:15:89644,-63.73,-50.09,120.72,-0.72,-0.5,0.34,0.940212742,0.999873722
4:10:3:15:89739,-67.17,-50.36,123.24,-0.83,-0.54,0.37,1.057071426,1.006430665
4:10:3:16:89851,-67.18,-50.26,122.75,-0.77,-0.51,0.31,0.974217635,0.990500601
4:10:3:16:90261,-73.14,-51.3,123.04,-0.78,-0.79,0.3,1.15,1.060429687
4:10:3:16:90357,-70.22,-51.81,116.01,-0.68,-0.82,0.25,1.094212045,1.072809893
4:10:3:16:90438,-67.08,-50.11,107.09,-0.85,-0.54,0.22,1.030776406,1.091662817
4:10:3:16:90550,-65.54,-48.43,100.63,-0.74,-0.58,0.26,0.975499872,1.033496108
4:10:3:16:90629,-66.6,-46.88,98.12,-0.75,-0.62,0.4,1.052093152,1.019456477
4:10:3:16:90725,-67.13,-46.03,94.86,-0.72,-0.67,0.29,1.025377979,1.017657001
4:10:3:17:90869,-65.01,-47.01,91.88,-0.78,-0.53,0.35,1.005882697,1.027784609
4:10:3:17:91252,-53.95,-47.9,76.85,-0.85,-0.43,0.55,1.099954545,1.043738407
4:10:3:17:91333,-59.86,-52.39,78.74,-0.83,-0.39,0.42,1.008662481,1.038166574
4:10:3:17:91428,-60.66,-42.69,72.57,-0.66,-0.46,0.55,0.974525526,1.027714184
4:10:3:17:91556,-59.63,-40.51,70.83,-0.56,-0.43,0.51,0.870976464,0.951388157
4:10:3:17:91653,-57.53,-45.38,73.85,-0.83,-0.41,0.53,1.066723957,0.970741982
4:10:3:17:91749,-56.89,-44.05,74.49,-0.48,-0.19,0.43,0.671863081,0.869854501
4:10:3:18:91845,-57.28,-40.75,76.86,-0.78,-0.44,0.45,1.002247474,0.913611504
4:10:3:18:92260,-56.62,-33.44,76.18,-0.53,-0.56,0.67,1.02146953,0.898526695
4:10:3:18:92323,-55.58,-33.88,74.45,-0.59,-0.49,0.58,0.96156123,0.995092745
4:10:3:18:92468,-55.29,-33.77,71.94,-0.5,-0.47,0.55,0.879431635,0.954154132
4:10:3:18:92596,-56.57,-34.84,69.46,-0.59,-0.51,0.6,0.983971544,0.941654803
4:10:3:18:92644,-56.39,-36.42,64.46,-0.62,-0.55,0.6,1.023181313,0.962194831
4:10:3:18:92739,-56.31,-38.07,59.16,-0.64,-0.52,0.56,0.996794864,1.001315907
4:10:3:19:92877,-56.95,-38.85,54.23,-0.63,-0.54,0.58,1.012373449,1.010783209
4:10:3:19:93259,-62.89,-46.11,44.32,-0.7,-0.53,0.51,1.015381702,1.008183338
4:10:3:19:93338,-64.41,-45.26,44.26,-0.7,-0.56,0.49,1.021616366,1.016457172
4:10:3:19:93434,-66.18,-45.88,45.9,-0.72,-0.58,0.46,1.032666451,1.023221506
4:10:3:19:93530,-65.89,-45.39,46.03,-0.66,-0.46,0.39,0.894035793,0.98277287
4:10:3:19:93658,-69.66,-42.8,47.38,-0.75,-0.61,0.46,1.070607304,0.999103183
4:10:3:19:93738,-71.68,-44.66,47.85,-0.69,-0.67,0.49,1.07939798,1.014680359
4:10:3:20:93851,-70.84,-43.65,47.15,-0.68,-0.58,0.43,0.991816515,1.047273933
4:10:3:20:94250,-64.75,-45.57,41.83,-0.74,-0.52,0.45,1.010198,1.027137499
4:10:3:20:94346,-64.65,-45.5,41.04,-0.71,-0.54,0.46,1.003643363,1.00188596
4:10:3:20:94442,-64.26,-44.99,39.97,-0.72,-0.53,0.46,1.005435229,1.006425531
4:10:3:20:94538,-63.86,-45.15,39.19,-0.7,-0.53,0.45,0.986610359,0.998562984
4:10:3:20:94650,-63.56,-45.02,38.4,-0.76,-0.52,0.46,1.029368739,1.007138109
4:10:3:20:94746,-64.69,-44.01,37.88,-0.66,-0.56,0.49,0.994635612,1.003538236
4:10:3:21:94858,-64.37,-43.6,37.38,-0.65,-0.55,0.46,0.967780967,0.997261772
4:10:3:21:95227,-66.16,-42.46,35.4,-0.69,-0.54,0.43,0.976012295,0.979476291
4:10:3:21:95355,-66.2,-42.93,35.14,-0.68,-0.55,0.44,0.979030132,0.974274465
4:10:3:21:95435,-66.46,-43.2,34.7,-0.7,-0.55,0.44,0.993025679,0.982689369
4:10:3:21:95531,-66.43,-43.25,33.7,-0.68,-0.59,0.44,1.002047903,0.991367905
4:10:3:21:95643,-66.56,-43.25,33.11,-0.69,-0.59,0.42,1.000299955,0.998457846
4:10:3:21:95755,-66.85,-43.26,32.78,-0.69,-0.59,0.42,1.000299955,1.000882604
4:10:3:22:95851,-67.11,-43.15,32.5,-0.69,-0.6,0.42,1.00623059,1.002276833
4:10:3:22:96260,-68.14,-44.14,31.51,-0.75,-0.6,0.41,1.044317959,1.016949501
4:10:3:22:96341,-68.82,-47.31,29.54,-0.76,-0.56,0.35,1.006826698,1.019125082
4:10:3:22:96452,-73.91,-46.71,28.38,-0.74,-0.59,0.3,0.992824254,1.014656304
4:10:3:22:96549,-81.97,-45.84,29.24,-0.75,-0.84,0.3,1.165375476,1.055008809
4:10:3:22:96629,-85.72,-47.19,30.52,-0.65,-0.7,0.22,0.980255069,1.0461516
4:10:3:22:96740,-91.9,-46.87,35.61,-0.68,-0.55,0.18,0.892916569,1.012849038
4:10:3:23:96852,-96.24,-44.8,38.99,-0.72,-0.68,0.05,0.991614845,0.954928828
4:10:3:23:97242,-105.45,-34.38,39.21,-0.59,-0.82,-0.13,1.01852835,0.967686588
4:10:3:23:97354,-102.17,-34.63,34.85,-0.53,-0.81,-0.16,0.981121807,0.997088334
4:10:3:23:97465,-99.57,-35.13,30.21,-0.55,-0.77,-0.03,0.946731218,0.982127125
4:10:3:23:97562,-97.09,-39.16,26.34,-0.64,-0.85,0.02,1.064189833,0.997347619
4:10:3:23:97658,-91.96,-42.77,21.62,-0.76,-0.73,0.03,1.054229577,1.021716876
4:10:3:23:97738,-86.95,-50.08,18.42,-0.86,-0.65,0.17,1.091329464,1.069916291
4:10:3:24:97850,-80.34,-55.27,14.97,-0.79,-0.46,0.25,0.94773414,1.031097727
4:10:3:24:98232,-84.7,-57.05,32.29,-0.86,-0.45,0.2,0.991009586,1.010024397
4:10:3:24:98328,-89.45,-57.72,46.18,-0.78,-0.47,0.11,0.917278584,0.952007437
4:10:3:24:98488,-95.17,-56.47,57.85,-0.8,-0.52,-0.03,0.954620343,0.954302838
4:10:3:24:98536,-94.72,-56.69,58.65,-0.91,-0.5,-0.01,1.038364098,0.970087675
4:10:3:24:98648,-95.18,-56.26,59.76,-0.88,-0.51,-0.01,1.017152889,1.00337911
4:10:3:24:98759,-95.28,-55.9,61.05,-0.86,-0.52,-0.05,1.00623059,1.020582526
4:10:3:25:98856,-91.66,-57.4,54.83,-0.86,-0.42,0.06,0.958957768,0.994113749
4:10:3:25:99252,-89.52,-62.46,30.81,-0.82,-0.44,0.13,0.939627586,0.968271981
4:10:3:25:99348,-88.3,-64.31,20.98,-0.85,-0.36,0.07,0.925742945,0.941442766
4:10:3:25:99444,-91.07,-67.81,21.11,-0.97,-0.31,0.41,1.097770468,0.987713666
4:10:3:25:99539,-81.73,-69.23,5.64,-0.93,-0.3,0.28,1.01651365,1.013342354
4:10:3:25:99651,-76.73,-70.96,-3.58,-1.01,-0.3,0.14,1.062873464,1.059052527
4:10:3:25:99747,-74.26,-71.08,-9.29,-1.01,-0.35,0.18,1.083974169,1.054453761
4:10:3:26:99859,-67.94,-74.41,-15.9,-0.91,-0.3,0.09,0.962392851,1.036413495
4:10:3:26:100262,-43.18,-75.72,-37.37,-0.88,-0.11,0.29,0.933059484,0.993142168
4:10:3:26:100358,-56,-77.45,-24.12,-0.99,-0.16,0.25,1.033537614,0.976329983
4:10:3:26:100439,-57.78,-77.68,-21.93,-0.84,-0.22,0.23,0.898276127,0.954957742
4:10:3:26:100534,-75.61,-76.63,-4.08,-1.08,-0.15,0.16,1.102043556,1.011285766
4:10:3:26:100661,-74.49,-76.62,-6.15,-0.95,-0.27,0.15,0.998949448,0.999756377
4:10:3:26:100742,-79.93,-75.65,-0.75,-1.01,-0.25,0.13,1.048570455,1.049854487
4:10:3:27:100871,-80.47,-75.81,-0.67,-0.96,-0.25,0.11,0.998098192,1.015206032
4:10:3:27:101244,-78.2,-77.66,-3.13,-0.95,-0.2,0.13,0.979489663,1.008719437
4:10:3:27:101355,-78.01,-77.78,-3.42,-0.96,-0.15,0.05,0.972933708,0.983507188
4:10:3:27:101452,-77.84,-77.21,-3.69,-1.27,-0.27,0.25,1.32223296,1.09155211
4:10:3:27:101548,-73.29,-77.77,-9.26,-0.81,-0.27,0.14,0.865216736,1.053461135
4:10:3:27:101644,-83.54,-75.78,2.23,-1.14,-0.16,0.16,1.162239218,1.116562971
4:10:3:27:101756,-82.66,-78.3,-0.47,-0.92,-0.27,0.09,0.963016095,0.996824016
4:10:3:28:101852,-95.09,-73.87,12.52,-1.03,-0.24,0,1.057591604,1.060948972
4:10:3:28:102262,-101.74,-71.59,18.15,-1.04,-0.26,0.01,1.072054103,1.030887267
4:10:3:28:102357,-104.01,-72.58,19.61,-1.03,-0.33,0,1.081572929,1.070406212
4:10:3:28:102438,-88.26,-73.15,4.07,-0.87,-0.13,-0.13,0.889213135,1.014280056
4:10:3:28:102534,-93.27,-73.84,6.97,-0.88,-0.3,0.06,0.931665176,0.967483747
4:10:3:28:102630,-95.17,-72.03,9.26,-1.04,-0.28,0,1.077032961,0.965970424
4:10:3:28:102741,-92.5,-73.14,5.79,-0.98,-0.32,0.03,1.031358328,1.013352155
4:10:3:29:102854,-93.53,-71.19,6.13,-0.96,-0.35,0.02,1.022007828,1.043466372
4:10:3:29:103258,-97.35,-58.78,5.29,-0.96,-0.56,-0.02,1.111575459,1.054980538
4:10:3:29:103339,-90.73,-60.73,-2.31,-0.86,-0.52,-0.02,1.00518655,1.046256612
4:10:3:29:103450,-91.09,-57.65,-2.9,-0.83,-0.53,0.01,0.984835012,1.033865673
4:10:3:29:103546,-94.55,-54.97,-1.12,-0.86,-0.59,-0.05,1.044126429,1.011382664
4:10:3:29:103642,-98.34,-51.51,1.46,-0.77,-0.66,-0.08,1.017300349,1.015420597
4:10:3:29:103755,-100.63,-47.15,4.52,-0.66,-0.51,-0.07,0.837018518,0.966148432
4:10:3:30:103850,-105.69,-44.05,6.99,-0.71,-0.61,-0.24,0.966333276,0.940217381
4:10:3:30:104241,-121.73,-38.81,20.2,-0.59,-0.63,-0.44,0.968813708,0.924055167
4:10:3:30:104336,-123.72,-39.97,22.1,-0.68,-0.6,-0.43,1.003643363,0.979596782
4:10:3:30:104448,-128.37,-43.06,22.64,-0.61,-0.55,-0.45,0.936536171,0.969664414
4:10:3:30:104545,-133.18,-43.09,23.71,-0.73,-0.55,-0.53,1.056550993,0.998910176
4:10:3:30:104657,-134.02,-45.41,23.06,-0.77,-0.59,-0.62,1.151260179,1.048115781
4:10:3:30:104737,-134.68,-48.94,21.29,-0.78,-0.54,-0.52,1.081850267,1.096553813
4:10:3:31:104849,-132.01,-49.54,19.01,-0.77,-0.39,-0.49,0.99252204,1.075210829
4:10:3:31:105255,-132.07,-61.23,21.26,-0.83,-0.32,-0.41,0.979489663,1.01795399
4:10:3:31:105336,-134.34,-63.33,23.96,-0.88,-0.29,-0.38,1.00144895,0.991153551
4:10:3:31:105431,-133.86,-65.76,23.81,-0.81,-0.27,-0.41,0.947153631,0.976030748
4:10:3:31:105544,-131.4,-62.7,23.92,-0.81,-0.38,-0.41,0.984174781,0.977592454
4:10:3:31:105640,-129.58,-53.08,27.03,-0.87,-0.42,-0.41,1.04947606,0.993601491
4:10:3:31:105751,-128.8,-50.41,27.04,-0.77,-0.49,-0.49,1.035905401,1.023185414
4:10:3:32:105848,-128.45,-46.62,26.41,-0.7,-0.51,-0.56,1.031358328,1.038913263
4:10:3:32:106245,-132.37,-40.93,31.73,-0.66,-0.58,-0.56,1.041921302,1.03639501
4:10:3:32:106341,-133.7,-40.15,32.33,-0.61,-0.52,-0.58,0.989393754,1.020891128
4:10:3:32:106437,-135.58,-39.27,32.75,-0.6,-0.55,-0.63,1.029271587,1.020195548
4:10:3:32:106533,-135.33,-36.42,32.96,-0.55,-0.52,-0.69,1.02420701,1.014290784
4:10:3:32:106645,-136.43,-34.76,33.38,-0.53,-0.56,-0.7,1.041393297,1.031623965
4:10:3:32:106757,-137.09,-34.95,33.81,-0.49,-0.54,-0.6,0.944298682,1.003299663
4:10:3:33:106853,-138.23,-34.67,34.81,-0.63,-0.56,-0.77,1.14166545,1.042452476
4:10:3:33:107250,-136.61,-33.96,35.01,-0.5,-0.55,-0.78,1.077450695,1.054471609
4:10:3:33:107378,-136.82,-31.5,35.95,-0.41,-0.51,-0.69,0.950946897,1.056687681
4:10:3:33:107458,-135.8,-30.6,35.95,-0.48,-0.6,-0.77,1.087795937,1.038731176
4:10:3:33:107554,-135.63,-30.97,36.83,-0.44,-0.53,-0.65,0.947100839,0.995281224
4:10:3:33:107666,-136.67,-29.72,39.5,-0.39,-0.55,-0.64,0.92962358,0.988173452
4:10:3:33:107778,-141.08,-26.76,43.93,-0.33,-0.56,-0.82,1.046374694,0.974366371
4:10:3:34:107842,-144.09,-26.2,48.81,-0.36,-0.45,-0.78,0.969793793,0.981930689
4:10:3:34:108253,-145.83,-29.8,57.89,-0.45,-0.41,-0.9,1.086554186,1.034240891
4:10:3:34:108349,-146.94,-31,60.1,-0.48,-0.38,-0.7,0.929946235,0.995431405
4:10:3:34:108429,-147.59,-30.43,60.47,-0.39,-0.47,-0.91,1.095947079,1.0374825
4:10:3:34:108557,-146.94,-30.99,60.9,-0.41,-0.42,-0.73,0.936696322,0.987529879
4:10:3:34:108653,-146.03,-30.84,62.08,-0.42,-0.51,-0.71,0.969845348,1.000829583
4:10:3:34:108748,-147.87,-29.98,65.05,-0.4,-0.5,-1.02,1.204325537,1.036955736
4:10:3:35:108861,-150.67,-27.01,67.26,-0.29,-0.53,-0.89,1.075685828,1.083285571
4:10:3:35:109251,-151.04,-28.27,67.09,-0.54,-0.62,-0.88,1.204325537,1.161445634
4:10:3:35:109379,-150.38,-28.5,67.39,-0.44,-0.46,-0.88,1.086093919,1.122035095
4:10:3:35:109443,-149.6,-27.89,67.22,-0.35,-0.4,-0.92,1.062497059,1.117638838
4:10:3:35:109539,-149.87,-27.23,67.93,-0.25,-0.33,-0.87,0.963483264,1.03735808
4:10:3:35:109636,-149.72,-27.48,68.87,-0.38,-0.5,-0.97,1.155551816,1.060510713
4:10:3:35:109747,-152.16,-29.14,69.65,-0.38,-0.48,-0.84,1.039422917,1.052819332
4:10:3:35:109827,-154.52,-29.44,69.64,-0.31,-0.32,-0.84,0.950841732,1.048605488
4:10:3:36:110259,-156.73,-25.97,71.81,-0.38,-0.33,-0.91,1.039903842,1.010056164
4:10:3:36:110339,-156.76,-25.71,72.78,-0.35,-0.42,-0.93,1.078795625,1.0231804
4:10:3:36:110435,-157.15,-25.27,73.47,-0.34,-0.31,-0.9,1.010791769,1.043163745
4:10:3:36:110547,-157.55,-24.63,74.16,-0.34,-0.33,-0.9,1.017103731,1.035563708
4:10:3:36:110659,-157.83,-24.18,74.74,-0.34,-0.32,-0.9,1.013903348,1.01393295
4:10:3:36:110723,-158.18,-23.84,75.47,-0.32,-0.32,-0.89,0.998448797,1.009818626
4:10:3:37:110851,-158.43,-23.67,76.06,-0.35,-0.35,-0.9,1.027131929,1.013161358
4:10:3:37:111251,-158.55,-22.78,78.28,-0.32,-0.37,-0.87,0.998098192,1.007892973
4:10:3:37:111348,-159.58,-23.8,79.27,-0.24,-0.2,-0.91,0.962133047,0.995787723
4:10:3:37:111460,-159.41,-24.15,78.69,-0.42,-0.29,-0.9,1.034649699,0.998293646
4:10:3:37:111556,-158.33,-23.74,78.97,-0.38,-0.41,-0.91,1.067988764,1.021590503
4:10:3:37:111636,-158.33,-24.45,78.97,-0.38,-0.39,-0.97,1.112384825,1.07167443
4:10:3:37:111748,-158.26,-25.56,78.87,-0.31,-0.34,-0.85,0.966540222,1.04897127
4:10:3:38:111860,-158.32,-24.92,79.31,-0.41,-0.35,-0.9,1.049094848,1.042673298
4:10:3:38:112243,-159.33,-25.71,79.38,-0.44,-0.34,-0.91,1.066442685,1.027359251
4:10:3:38:112354,-159.57,-26.9,79.47,-0.56,-0.21,-0.78,0.982903861,1.032813798
4:10:3:38:112450,-160.17,-29.63,80.81,-0.57,-0.3,-0.87,1.082497113,1.043947886
4:10:3:38:112547,-161.46,-31.24,81.07,-0.53,-0.3,-0.86,1.053802638,1.039734537
4:10:4:2:136451,-169.26,-31.27,105.37,-0.55,-0.16,-0.87,1.041633333,1.059311028
4:10:4:2:136452,-169.27,-31.46,105.21,-0.55,-0.16,-0.85,1.024987805,1.040141259
4:10:4:2:136515,-169.44,-31.59,104.82,-0.54,-0.15,-0.87,1.034891299,1.033837479
4:10:4:2:136611,-170.43,-31.04,104.66,-0.52,-0.14,-0.86,1.014692072,1.024857058
4:10:4:2:136707,-170.77,-30.67,104.65,-0.52,-0.14,-0.87,1.023181313,1.024254895
4:10:4:2:136802,-170.35,-30.52,104.46,-0.51,-0.15,-0.86,1.011039069,1.016304151
4:10:4:3:137216,-167.9,-29.57,103.45,-0.5,-0.19,-0.87,1.021273715,1.018498032
4:10:4:3:137296,-167.53,-29.46,103.33,-0.5,-0.18,-0.87,1.019460642,1.017257809
4:10:4:3:137392,-167.4,-29.36,103.37,-0.5,-0.18,-0.87,1.019460642,1.020064999
4:10:4:3:137489,-167.4,-29.25,103.59,-0.5,-0.19,-0.87,1.021273715,1.020064999
4:10:4:3:137600,-167.37,-28.98,103.74,-0.49,-0.18,-0.88,1.023181313,1.021305223
4:10:4:3:137696,-167.24,-28.83,103.82,-0.49,-0.19,-0.88,1.024987805,1.023147611
4:10:4:3:137792,-167.12,-28.74,103.88,-0.48,-0.19,-0.87,1.011632344,1.019933821
4:10:4:4:138295,-166.43,-28.55,103.84,-0.49,-0.21,-0.88,1.028882889,1.021834346
4:10:4:4:138391,-166.59,-28.32,104,-0.47,-0.2,-0.88,1.017496929,1.019337387
4:10:4:4:138503,-166.52,-28.35,103.95,-0.49,-0.21,-0.88,1.028882889,1.025087569
4:10:4:4:138615,-166.72,-28.39,104.03,-0.48,-0.21,-0.87,1.015578653,1.020652824
4:10:4:4:138711,-167.18,-28.06,104.21,-0.49,-0.19,-0.88,1.024987805,1.023149782
4:10:4:4:138822,-167.51,-27.25,104.54,-0.47,-0.21,-0.89,1.028153685,1.022906714
4:10:4:5:139214,-166.96,-26.06,103.16,-0.38,-0.15,-0.81,0.907193474,0.986778321
4:10:4:5:139324,-164.95,-26.88,96.9,-0.49,-0.21,-0.91,1.054656342,0.996667834
4:10:4:5:139404,-162.97,-25.95,93.84,-0.45,-0.24,-0.9,1.034456379,0.998768732
4:10:4:5:139501,-161.13,-23.71,93.66,-0.36,-0.34,-0.85,0.983717439,1.02427672
4:10:4:5:139596,-159.66,-22.57,92.97,-0.31,-0.35,-0.8,0.926606713,0.98159351
4:10:4:5:139708,-159.27,-22.93,91.68,-0.34,-0.28,-0.89,0.993025679,0.967783277
4:10:4:5:139805,-158.52,-24.67,91.38,-0.42,-0.33,-0.88,1.029417311,0.983016568
4:10:4:6:140294,-158.81,-26,92.5,-0.39,-0.3,-0.87,0.999499875,1.007314288
4:10:4:6:140422,-160.25,-29.56,92.96,-0.4,-0.5,-0.75,0.986154146,1.005023777
4:10:4:6:140501,-160.97,-29.24,92.84,-0.44,-0.27,-0.86,1.003045363,0.996233128
4:10:4:6:140598,-161.69,-29.44,93.17,-0.5,-0.25,-0.87,1.034117982,1.007772497
4:10:4:6:140694,-162.18,-28.65,93.42,-0.45,-0.25,-0.87,1.010890696,1.016018014
4:10:4:6:140789,-162.47,-27.48,93.55,-0.48,-0.27,-0.88,1.038123307,1.027710662
4:10:4:7:141212,-164.4,-23.19,95.51,-0.31,-0.23,-0.88,0.960937043,1.003317015
4:10:4:7:141324,-164.42,-24.6,96.27,-0.44,-0.25,-0.9,1.032521186,1.010527179
4:10:4:7:141388,-163.78,-25.25,96.31,-0.42,-0.27,-0.91,1.037978805,1.010479011
4:10:4:7:141500,-163.69,-25.51,96.52,-0.4,-0.27,-0.89,1.012422837,1.027640943
4:10:4:7:141596,-163.98,-26.58,97.19,-0.51,-0.27,-0.86,1.035664038,1.02868856
4:10:4:7:141708,-164.19,-27.43,97.32,-0.49,-0.23,-0.87,1.02464628,1.024244385
4:10:4:7:141804,-164.03,-27.83,97.37,-0.44,-0.31,-0.84,0.997647232,1.019319184
4:10:4:8:142317,-166.24,-32.75,98.63,-0.59,-0.2,-0.84,1.045801128,1.022698214
4:10:4:8:142413,-166.73,-32.42,98.34,-0.55,-0.18,-0.86,1.036580918,1.026676426
4:10:4:8:142525,-167.32,-31.95,98.42,-0.52,-0.17,-0.85,1.010841234,1.031074427
4:10:4:8:142605,-167.48,-31.85,98.61,-0.53,-0.17,-0.83,0.999349789,1.015590647
4:10:4:8:142701,-166.86,-31.8,98.56,-0.54,-0.21,-0.84,1.020441081,1.010210701
4:10:4:8:142797,-166.44,-31.44,98.68,-0.53,-0.12,-0.95,1.094440496,1.038077122
4:10:4:9:143214,-167.04,-31.22,99.35,-0.55,-0.17,-0.84,1.018331969,1.044404516
4:10:4:9:143310,-166.76,-31.16,99.17,-0.5,-0.23,-0.84,1.004241007,1.039004491
4:10:4:9:143406,-166.76,-31.42,99.08,-0.55,-0.21,-0.86,1.042209192,1.021594056
4:10:4:9:143502,-166.94,-31.49,98.91,-0.51,-0.17,-0.87,1.022692525,1.023047575
4:10:4:9:143598,-166.59,-31.27,98.5,-0.56,-0.19,-0.85,1.035470907,1.033457541
4:10:4:9:143710,-165.83,-31.1,98.22,-0.57,-0.23,-0.86,1.057071426,1.038411619
4:10:4:9:143789,-165.1,-30.69,98.02,-0.53,-0.24,-0.85,1.030048543,1.040863625
4:10:4:10:144299,-167.63,-30.99,100.5,-0.53,-0.19,-0.85,1.019558728,1.035559566
4:10:4:10:144395,-167.95,-30.44,100.56,-0.52,-0.16,-0.85,1.00920761,1.01960496
4:10:4:10:144491,-168.26,-30.31,100.67,-0.51,-0.18,-0.86,1.015923225,1.014896521
4:10:4:10:144603,-168.46,-30.22,100.68,-0.53,-0.17,-0.88,1.04124925,1.022126695
4:10:4:10:144699,-168.64,-30.08,100.71,-0.49,-0.16,-0.87,1.011236866,1.022803114
4:10:4:10:144795,-168.95,-29.99,100.84,-0.5,-0.18,-0.86,1.010940156,1.021142091
4:10:4:11:145212,-168,-29.48,99.5,-0.52,-0.17,-0.89,1.044700914,1.022292646
4:10:4:11:145307,-167.43,-29.61,99.02,-0.51,-0.2,-0.86,1.019656805,1.025099292
4:10:4:11:145403,-167.43,-29.67,98.62,-0.5,-0.18,-0.88,1.028007782,1.0307885
4:10:4:11:145499,-167.77,-29.8,98.81,-0.51,-0.18,-0.87,1.024402265,1.024022284
4:10:4:11:145611,-167.48,-29.9,98.86,-0.51,-0.19,-0.85,1.009306693,1.020572247
4:10:4:11:145707,-167.24,-29.92,99.02,-0.49,-0.19,-0.86,1.007869039,1.013859332
4:10:4:11:145803,-167.11,-29.95,99.12,-0.51,-0.2,-0.87,1.028105053,1.015093595
4:10:4:12:146293,-167.99,-30.5,100.36,-0.52,-0.17,-0.88,1.036194962,1.024056351
4:10:4:12:146388,-168.31,-30.91,100.65,-0.54,-0.15,-0.86,1.026498904,1.030266306
4:10:4:12:146500,-168.42,-31.33,100.91,-0.54,-0.17,-0.86,1.029611577,1.030768481
4:10:4:12:146596,-167.99,-31.59,101.04,-0.53,-0.19,-0.85,1.019558728,1.02522307
4:10:4:12:146708,-168.09,-31.94,101.58,-0.54,-0.17,-0.86,1.029611577,1.026260628
4:10:4:12:146804,-168.16,-32.11,102,-0.54,-0.17,-0.88,1.046374694,1.031848333
4:10:4:13:147225,-167.99,-33.84,102.89,-0.59,-0.15,-0.82,1.021273715,1.032419995
4:10:4:13:147321,-167.73,-34.22,103.29,-0.58,-0.16,-0.82,1.017054571,1.028234326
4:10:4:13:147401,-167.44,-34.08,103.68,-0.59,-0.17,-0.84,1.040480658,1.026269648
4:10:4:13:147513,-167.32,-33.89,104.14,-0.56,-0.18,-0.84,1.025475499,1.027670243
4:10:4:13:147609,-167.56,-33.43,104.74,-0.54,-0.15,-0.86,1.026498904,1.030818354
4:10:4:13:147705,-167.14,-33.12,104.93,-0.57,-0.19,-0.86,1.049094848,1.03368975
4:10:4:13:147817,-166.37,-32.74,104.8,-0.59,-0.25,-0.84,1.056503668,1.044032473
4:10:4:14:148300,-172.87,-36.3,106.92,-0.53,-0.05,-0.83,0.986052737,1.030550418
