sysTime,roll,pitch,yaw,ax,ay,az,root,ave
4:10:1:52:5990,27.87,-52.35,-146.45,-0.81,0.2,0.52,0.983107319,
4:10:1:52:5992,35.95,-53.36,-149.35,-0.76,0.27,0.44,0.91874915,
4:10:1:52:6254,32.29,-52.14,-128.9,-0.79,0.44,0.53,1.048141212,
4:10:1:52:6351,31.46,-50.56,-123.2,-0.7,0.36,0.6,0.989747443,
4:10:1:52:6464,28.73,-48.56,-116.01,-0.71,0.34,0.6,0.989797959,1.009228871
4:10:1:52:6542,24.36,-48.11,-108.6,-0.7,0.24,0.65,0.984936546,0.988160649
4:10:1:52:6655,21.43,-48.05,-101.26,-0.67,0.2,0.67,0.968400743,0.981045083
4:10:1:52:6735,15.89,-49.3,-94.16,-0.73,0.21,0.65,0.999749969,0.984362419
4:10:1:53:6847,7.9,-50.53,-86.86,-0.75,0.18,0.67,1.021665307,0.99660534
4:10:1:53:7253,47.06,-62.59,-84.97,-0.72,0.36,0.42,0.907964757,0.976460011
4:10:1:53:7332,65.04,-64.59,-90.28,-0.9,0.46,0.34,1.066395799,0.998675288
4:10:1:53:7444,66.49,-64.65,-85.86,-0.91,0.55,0.19,1.08013888,1.018166479
4:10:1:53:7540,60.89,-64.98,-74.34,-0.94,0.69,0.18,1.179872875,1.108802518
4:10:1:53:7636,61.68,-63.53,-72.16,-0.52,0.85,0.2,1.01631688,1.092109545
4:10:1:53:7745,60.81,-62.31,-72.21,-0.62,0.73,0.29,1.000699755,1.065629836
4:10:1:54:7842,59.63,-61.26,-74.02,-0.59,0.75,0.28,0.994484791,1.003833809
4:10:1:54:8243,56.2,-70.92,-76.98,-0.88,0.78,0.25,1.202206305,1.06579695
4:10:1:54:8355,55.49,-71.85,-76.37,-0.7,0.44,0.16,0.842140131,1.012943742
4:10:1:54:8451,61.37,-72.94,-79.91,-0.81,0.6,0.27,1.043551628,1.029299355
4:10:1:54:8531,63.43,-73.42,-79.07,-0.73,0.49,0.25,0.914056891,0.93324955
4:10:1:54:8659,69.04,-72.61,-81.98,-0.79,0.5,0.25,0.967780967,0.975129829
4:10:1:54:8738,68.3,-70.89,-79.73,-0.87,0.5,0.24,1.031746093,0.97119465
4:10:1:54:8836,65.05,-69.18,-75.97,-0.78,0.65,0.29,1.055935604,1.018487555
4:10:1:55:9253,67.79,-69.24,-78.97,-0.68,0.68,0.17,0.97657565,1.021419116
4:10:1:55:9333,73.15,-69.29,-82.81,-0.65,0.64,0.26,0.948525171,0.993678808
4:10:1:55:9445,65.6,-70.45,-76.3,-0.68,0.61,0.28,0.955458005,0.960186275
4:10:1:55:9556,57.74,-72.93,-68.38,-0.95,0.61,0.44,1.21169303,1.038558736
4:10:1:55:9653,47.25,-74.93,-57.74,-0.77,0.81,-0.09,1.121204709,1.096118582
4:10:1:55:9748,55.09,-75.26,-62.11,-0.82,0.82,0.2,1.176775255,1.169890998
4:10:1:56:9844,61.26,-76.83,-65.83,-0.68,0.46,0.16,0.836420947,1.044800304
4:10:1:56:10246,98.14,-79.88,-106.38,-0.69,0.9,0,1.13406349,1.049086564
4:10:1:56:10358,91.26,-77.84,-103.81,-0.78,0.55,0.01,0.9544632,0.974982546
4:10:1:56:10454,113.47,-76.31,-129.55,-0.61,0.54,0.12,0.823468275,0.970664988
4:10:1:56:10550,122.48,-73.74,-137.75,-0.7,0.61,0.3,0.975756117,0.917895864
4:10:1:56:10631,122.52,-75.27,-139.51,-0.83,0.85,0.16,1.198749348,0.99932458
4:10:1:56:10742,113.17,-79.17,-131.66,-0.98,1.11,-0.29,1.508840615,1.227782027
4:10:1:57:10854,103.44,-79.94,-122.2,-0.74,0.75,0.03,1.054039847,1.253876603
4:10:1:57:11239,98.94,-78.54,-115.16,-1.1,1.03,-0.09,1.509635718,1.357505393
4:10:1:57:11351,100.82,-79.75,-115.24,-0.68,0.84,0.02,1.080925529,1.214867031
4:10:1:57:11448,114.83,-80.37,-131.79,-0.59,0.55,0.06,0.80882631,1.133129186
4:10:1:57:11543,128.71,-78.3,-147.92,-0.57,0.56,0.12,0.808022277,0.899258039
4:10:1:57:11639,123.49,-75.35,-141.47,-0.67,0.73,0.08,0.994082492,0.87031036
4:10:1:57:11751,102.87,-75.86,-123.29,-0.81,0.94,0.16,1.251119499,1.017741422
4:10:1:57:11831,93.58,-80.48,-115.7,-0.88,0.82,-0.13,1.209834699,1.151678897
4:10:1:58:12239,76.25,-83.4,-96.25,-0.61,0.59,0.41,0.942496684,1.134483627
4:10:1:58:12351,80.43,-81.89,-99.72,-0.66,0.8,0.54,1.169273279,1.107201554
4:10:1:58:12462,64.74,-77.04,-87.78,-1.08,1.11,-0.47,1.618456054,1.243408672
4:10:1:58:12542,77.62,-77.94,-100.11,-0.89,0.6,0.42,1.152605744,1.313445025
4:10:1:58:12638,75.49,-80.01,-98.43,-0.48,0.38,0.12,0.623858958,1.131640252
4:10:1:58:12751,82.19,-81.3,-103,-0.67,0.54,0.15,0.873498712,0.883321138
4:10:1:59:12846,65.83,-82.1,-85.34,-0.72,0.76,0.32,1.094714575,0.864024082
4:10:1:59:13260,-6.56,-77.66,-0.83,-0.59,0.37,0.19,0.721872565,0.896695284
4:10:1:59:13340,-8.98,-81.71,2.58,-0.83,0.57,0.33,1.059575387,0.958720842
4:10:1:59:13437,0.28,-81.6,-7.86,-1.03,0.76,0.44,1.353550886,1.044999612
4:10:1:59:13548,2.75,-80.61,-15,-1.14,0.59,-0.36,1.333154155,1.248760142
4:10:1:59:13660,24.49,-78.72,-37.18,-0.75,0.62,0.23,0.999899995,1.228868345
4:10:1:59:13740,51.33,-78.98,-64.81,-0.5,0.47,0.23,0.723740285,1.018931478
4:10:2:0:13868,54.47,-80.84,-69.45,-0.62,0.54,0.24,0.856504524,0.860048268
4:10:2:0:14255,10.18,-73.18,-32.04,-0.63,0.91,0.54,1.231503147,0.937249319
4:10:2:0:14335,4.13,-72.94,-28.51,-0.42,0.34,0.3,0.618061486,0.902023052
4:10:2:0:14462,4.24,-77,-31.71,-0.5,0.37,0.42,0.750533144,0.866699259
4:10:2:0:14543,31.76,-82.05,-63.72,-0.8,0.64,0.45,1.118972743,0.829189124
4:10:2:0:14656,79.28,-83.4,-116.49,-0.9,0.68,0.34,1.178134118,1.015880002
4:10:2:0:14783,92.65,-79.34,-133.82,-0.84,0.85,0.24,1.21889294,1.171999934
4:10:2:1:14846,120.14,-73.28,-161.43,-0.62,0.53,0.19,0.837496269,1.078174442
4:10:2:1:15244,124.57,-67.77,-177.01,-0.87,0.94,-0.03,1.281171339,1.112520183
4:10:2:1:15341,121.29,-66.85,-177.23,-0.71,0.71,0.15,1.015233963,1.044633857
4:10:2:1:15500,121.88,-64.15,178.82,-0.72,0.4,0.17,0.841011296,1.045805533
4:10:2:1:15548,117.35,-65.35,174.71,-0.95,0.38,0.31,1.069111781,0.975119013
4:10:2:1:15644,117.39,-66.76,167.68,-1.18,0.32,0.48,1.31346869,1.074530589
4:10:2:1:15772,105.95,-73.94,169.25,-1.04,0.27,0.4,1.146516463,1.176365645
4:10:2:2:15852,104.29,-81.08,160.38,-0.97,0.32,0.32,1.070373766,1.176786307
4:10:2:2:16255,-93.26,-85.05,-22.18,-1.05,-0.19,0.03,1.067473653,1.094787961
4:10:2:2:16334,-84.47,-80.96,-31.4,-0.94,-0.29,0.03,0.984174781,1.040674067
4:10:2:2:16431,-90.01,-79.46,-26.04,-0.92,-0.38,-0.1,1.00039992,1.017349451
4:10:2:2:16559,-98.06,-75.71,-20.83,-0.81,-0.42,-0.08,0.915914843,0.966829848
4:10:2:2:16639,-97.54,-73.62,-21.52,-1.07,-0.26,-0.17,1.114181314,1.010165359
4:10:2:2:16734,-90.29,-74.35,-29.26,-0.77,-0.27,-0.3,0.869367586,0.966487914
4:10:2:3:16892,-85.37,-73.32,-35.13,-0.98,-0.4,-0.07,1.060801584,1.014783495
4:10:2:3:17262,-71.44,-70.69,-56.94,-0.94,-0.41,-0.08,1.028639879,0.986269683
4:10:2:3:17326,-58.29,-66.85,-68.06,-0.98,-0.32,-0.05,1.032133712,1.040525058
4:10:2:3:17438,-38.35,-64.06,-83.51,-1.03,-0.28,0.2,1.0859558,1.048909797
4:10:2:3:17550,-17.14,-58.79,-100.85,-0.96,-0.16,0.4,1.052235715,1.056775076
4:10:2:3:17662,13.94,-56.11,-125.23,-0.74,0.03,0.43,0.856387763,0.998193093
4:10:2:3:17758,38.01,-52.15,-143.87,-0.91,0.24,0.38,1.014938422,0.974520633
4:10:2:4:17854,51.47,-52.51,-155.54,-1.12,0.6,0.38,1.326197572,1.065841252
4:10:2:4:18252,69.73,-58.73,170.44,-0.9,0.49,0.05,1.025962962,1.122366319
4:10:2:4:18348,67,-58.42,171.13,-0.82,0.5,0.03,0.960885009,1.104348514
4:10:2:4:18460,66.8,-58.13,170.93,-0.88,0.4,0.06,0.968504001,0.985117324
4:10:2:4:18556,64.43,-61.17,171,-0.93,0.38,0.18,1.020637056,0.983342022
4:10:2:4:18651,73.96,-63.4,160.71,-1.13,0.45,0.3,1.25275696,1.080632672
4:10:2:4:18764,78.15,-63.58,157.99,-0.94,0.39,0.12,1.02474387,1.099379295
4:10:2:5:18860,74.89,-61.21,161.32,-0.67,0.54,0.11,0.867525216,1.048342015
4:10:2:5:19258,76.21,-57.92,161.38,-0.86,0.4,-0.15,0.960260381,0.950843156
4:10:2:5:19353,78.54,-57.11,160.36,-0.79,0.65,0.06,1.024792662,0.95085942
4:10:2:5:19449,76.87,-55.85,162.53,-0.84,0.58,0.05,1.022007828,1.002353624
4:10:2:5:19545,76.72,-53.66,164.21,-0.77,0.66,0.03,1.014593515,1.020464668
4:10:2:5:19641,77.04,-52.02,166.34,-0.78,0.62,0.08,0.99959992,1.012067087
4:10:2:5:19753,79.2,-50.63,165.23,-0.81,0.65,0.02,1.038749248,1.017647561
4:10:2:6:19872,77.89,-50.97,166.87,-0.73,0.61,0.07,0.953886786,0.997411985
4:10:2:6:20248,78.61,-50.47,170.78,-0.71,0.63,0.13,0.958070979,0.983569004
4:10:2:6:20360,80.25,-50.52,169.53,-0.8,0.64,0.07,1.026888504,0.979615423
4:10:2:6:20456,81.61,-52.4,170.82,-0.86,0.63,0.14,1.075220908,1.02006013
4:10:2:6:20552,80.19,-53.49,174.27,-0.82,0.58,0.07,1.006826698,1.036312037
4:10:2:6:20647,79.42,-52.24,176.09,-0.8,0.6,0.05,1.00124922,1.027765608
4:10:2:6:20744,79.45,-52.73,176.69,-0.76,0.66,0.03,1.007025322,1.005033747
4:10:2:7:20872,80.54,-52.03,175.91,-0.7,0.69,0.09,0.987015704,0.998430082
4:10:2:7:21253,83.19,-54.78,176.04,-0.9,0.61,0.13,1.094988584,1.029676537
4:10:2:7:21334,81.2,-55.05,178.12,-0.81,0.54,-0.01,0.973550204,1.018518164
4:10:2:7:21430,82.9,-56.13,176.67,-0.84,0.55,0.06,1.005832988,1.024790592
4:10:2:7:21526,83.85,-56.29,176.3,-0.88,0.63,0.08,1.085218872,1.021534021
4:10:2:7:21654,80.77,-55.1,178.61,-0.75,0.62,0.05,0.974371592,1.021807817
4:10:2:7:21782,79.86,-55.51,179.59,-0.8,0.54,0.09,0.969381246,1.009657237
4:10:2:8:21861,79.32,-55.51,-179.14,-0.84,0.55,0.11,1.010049504,0.984600781
4:10:2:8:22266,81.16,-55.25,-179.33,-0.85,0.56,0.11,1.02381639,1.00108238
4:10:2:8:22346,80.87,-55.48,-179.35,-0.82,0.56,0.1,0.997997996,1.010621297
4:10:2:8:22442,80.84,-55.61,-179.94,-0.85,0.58,0.05,1.03024269,1.017352359
4:10:2:8:22554,80.47,-55.21,179.77,-0.83,0.6,0.1,1.029028668,1.019089785
4:10:2:8:22634,79.75,-54.45,-179.86,-0.81,0.6,0.12,1.015135459,1.024802272
4:10:2:8:22746,80.29,-53.76,179.68,-0.83,0.65,0.15,1.064847407,1.036337178
4:10:2:8:22827,78.97,-53.78,-179.17,-0.82,0.6,0.11,1.022007828,1.033996898
4:10:2:9:23256,77.42,-54.22,-179.26,-0.82,0.63,0.11,1.039903842,1.042253025
4:10:2:9:23368,76.44,-54.07,-178.86,-0.8,0.58,0.12,0.995389371,1.019100347
4:10:2:9:23448,78.66,-54.51,179.87,-0.9,0.58,0.12,1.077404288,1.037565834
4:10:2:9:23560,78.79,-55.17,-178.9,-0.86,0.42,0.17,0.972059669,1.014951109
4:10:2:9:23640,77.56,-56.76,-175.94,-0.91,0.42,0.21,1.024011719,1.024491892
4:10:2:9:23736,76.27,-57.03,-173.32,-0.94,0.41,0.2,1.044844486,1.013638625
4:10:2:9:23832,74.94,-56.32,-171.45,-0.83,0.55,0.13,1.004141424,1.024332543
4:10:2:10:24241,88.56,-49.11,-179.15,-0.72,0.66,0.03,0.977189848,1.008725253
4:10:2:10:24337,90.79,-46.94,177.9,-0.86,0.65,-0.06,1.079675877,1.020335717
4:10:2:10:24465,90.77,-47.95,176.81,-0.71,0.67,0.01,0.976268406,1.01104471
4:10:2:10:24544,92.88,-48.68,174.62,-0.77,0.69,0,1.033924562,1.029956282
4:10:2:10:24641,92.7,-51.74,174.71,-0.77,0.62,-0.03,0.989039939,0.999744302
4:10:2:10:24753,92.77,-54.05,175.73,-0.87,0.49,-0.01,0.998548947,1.007171149
4:10:2:11:24849,97.16,-58.51,175.11,-0.9,0.51,0.04,1.035229443,1.00760611
4:10:2:11:25228,72.08,-55.45,-170.19,-0.79,0.73,0.13,1.083466658,1.039081683
4:10:2:11:25340,77.74,-53.64,-174.63,-0.72,0.54,0.16,0.914111591,1.010935897
4:10:2:11:25452,78.42,-54.3,-177.34,-0.83,0.61,0.18,1.045657688,1.014411979
4:10:2:11:25548,70,-59.3,-169.46,-0.93,0.43,0.46,1.123120652,1.027629977
4:10:2:11:25644,66.85,-61.42,-161.56,-0.9,0.3,0.21,0.971648084,1.046808808
4:10:2:11:25755,63.78,-64.96,-154.73,-0.84,0.34,0.08,0.909725233,1.00149799
4:10:2:12:25851,63.06,-68.33,-152.15,-0.97,0.39,0,1.045466403,0.97561324
4:10:2:12:26229,38.42,-77.68,-130.42,-0.96,0.13,0.25,1.000499875,0.985230504
4:10:2:12:26342,39.08,-79.99,-131.89,-1.03,0.21,0.15,1.061838029,1.035934769
4:10:2:12:26453,36.35,-81.48,-131.37,-0.94,0.03,0.23,0.968194195,1.010177367
4:10:2:12:26549,-0.17,-81.34,-95.04,-1.1,0.03,0.18,1.115033632,1.048355285
4:10:2:12:26645,-4.57,-82.06,-91.88,-0.94,-0.01,0.18,0.95713113,1.013452986
4:10:2:12:26741,-6.56,-81.61,-87.14,-0.98,-0.03,0.23,1.007074972,1.026413245
4:10:2:12:26837,-2.61,-79.78,-88.64,-1.06,0.09,0.22,1.086324077,1.016843393
4:10:2:13:27271,43.06,-67.48,-137.67,-0.98,0.34,0.29,1.077079384,1.056826145
4:10:2:13:27336,57.21,-62.38,-153.03,-0.81,0.36,0.28,0.929569793,1.030991085
4:10:2:13:27447,54.4,-60.85,-151.13,-0.85,0.32,0.25,0.942019108,0.982889428
4:10:2:13:27543,53.43,-62.95,-151.48,-0.9,0.43,0.4,1.074662738,0.98208388
4:10:2:13:27655,52.47,-62.79,-150.4,-0.88,0.35,0.27,0.98478424,1.000488695
4:10:2:13:27751,50.83,-63.32,-150.21,-0.91,0.3,0.5,1.08078675,1.046744576
4:10:2:14:27847,49.71,-63.29,-148.84,-0.88,0.39,0.3,1.008216247,1.024595746
4:10:2:14:28263,52.16,-63.79,-150.94,-0.88,0.4,0.3,1.012126474,1.033709824
4:10:2:14:28358,51.52,-63.83,-150.64,-0.91,0.3,0.18,0.974935895,0.998426205
4:10:2:14:28439,49.96,-64.58,-150.23,-0.9,0.38,0.38,1.048236615,1.011766328
4:10:2:14:28566,48.31,-65.43,-149.12,-0.86,0.29,0.3,0.955876561,0.993016357
4:10:2:14:28663,48.54,-65.83,-147.74,-0.97,0.3,0.23,1.041057155,1.015056777
4:10:2:14:28743,48.01,-66.22,-147.4,-0.8,0.22,0.3,0.8822698,0.959734505
4:10:2:15:28855,37.6,-69.04,-137.5,-1.07,0.37,0.27,1.163915805,1.02908092
4:10:2:15:29239,50.72,-62.24,-150.76,-0.87,0.26,0.25,0.941806774,0.99599746
4:10:2:15:29335,52.61,-61.97,-151.46,-0.86,0.45,0.3,1.015923225,1.040548601
4:10:2:15:29464,55.47,-60.72,-155.39,-0.84,0.31,0.34,0.957757798,0.971829266
4:10:2:15:29543,52.13,-62.7,-153.26,-1,0.42,0.35,1.139692941,1.037791322
4:10:2:15:29655,53.17,-61.55,-154.56,-0.85,0.34,0.4,0.999049548,1.032166763
4:10:2:15:29767,55.86,-59.95,-151.81,-0.9,0.42,0.29,1.034649699,1.057797396
4:10:2:16:29863,66.58,-56.45,-154.3,-0.83,0.55,0.24,1.02420701,1.019302086
4:10:2:16:30248,58.73,-63.48,-137.9,-0.75,0.29,0.21,0.83108363,0.963313446
4:10:2:16:30345,45.69,-69.99,-125.96,-0.95,0.42,0.29,1.078424777,0.977905139
4:10:2:16:30472,31.61,-74.36,-114.4,-0.97,0.23,0.28,1.035470907,0.981659771
4:10:2:16:30552,31.87,-74.71,-113.41,-0.86,0.33,0.28,0.962756459,1.025550715
4:10:2:16:30632,40.1,-74.63,-119.82,-1.12,0.14,0.22,1.149956521,1.049394629
4:10:2:16:30728,44.3,-72.46,-120.31,-1.11,0.25,0.26,1.16713324,1.093282073
4:10:2:16:30840,37.25,-73.51,-116.02,-0.9,0.22,0.29,0.970824392,1.095971384
4:10:2:17:31274,25.66,-79.88,-106.49,-1.01,0.14,0.28,1.057402478,1.065120037
4:10:2:17:31338,26.95,-78.43,-108.66,-0.93,0.14,0.22,0.965867486,0.998031452
4:10:2:17:31450,33.49,-77.19,-116.09,-0.97,0.12,0.25,1.008860744,1.010710236
4:10:2:17:31546,42.7,-75.7,-126.63,-0.98,0.22,0.22,1.028202315,1.000976848
4:10:2:17:31642,50.35,-73.83,-133.87,-1.01,0.22,0.25,1.063484838,1.033515965
4:10:2:17:31737,56,-71.4,-139.25,-0.92,0.32,0.27,1.010791769,1.03415964
4:10:2:18:31849,62.1,-65.91,-145.4,-0.88,0.21,0.24,0.936002137,1.003426248
4:10:2:18:32259,52.55,-64.71,-134.39,-0.87,0.38,0.28,0.989797959,0.978863955
4:10:2:18:32323,48.75,-64.78,-131.5,-0.95,0.34,0.31,1.055556725,0.993785607
4:10:2:18:32451,44.37,-63.48,-127.92,-0.87,0.3,0.35,0.984581129,1.009978605
4:10:2:18:32547,42.42,-61.45,-126.93,-0.76,0.25,0.46,0.92287594,0.987671265
4:10:2:18:32675,44.35,-61.4,-128.62,-0.75,0.24,0.42,0.892468487,0.933308519
4:10:2:18:32739,47.55,-64.03,-131.65,-0.94,0.32,0.36,1.056219674,0.957188034
4:10:2:19:32851,46.1,-67.96,-131.49,-0.98,0.38,0.34,1.104717158,1.017801773
4:10:2:19:33245,44.57,-70.45,-134.61,-1.04,0.18,0.26,1.087014259,1.082650364
4:10:2:19:33356,41.92,-68.79,-130.35,-0.9,0.22,0.24,0.957078889,1.049603436
4:10:2:19:33453,38.5,-66.31,-125.01,-0.88,0.24,0.28,0.954148835,0.999413995
4:10:2:19:33548,33.59,-63.31,-118.26,-0.9,0.27,0.39,1.017349497,0.976192407
4:10:2:19:33646,30.02,-59.78,-113.04,-0.65,0.19,0.54,0.866140866,0.945879733
4:10:2:19:33741,35.01,-60.46,-116.93,-0.75,0.23,0.49,0.92493243,0.936140931
4:10:2:19:33837,40.23,-62.74,-121.98,-0.91,0.25,0.38,1.017349497,0.936140931
4:10:2:20:34259,71.53,-72.48,-154.77,-0.95,0.29,-0.04,0.994082492,0.97878814
4:10:2:20:34339,64.23,-75.13,-149.14,-0.91,0.25,0.13,0.952627944,0.988019978
4:10:2:20:34434,72.5,-76.48,-158.85,-1,0.21,0.15,1.032763284,0.993157906
4:10:2:20:34530,79.7,-75.4,-166.37,-1.06,0.24,0.12,1.093434955,1.026275394
4:10:2:20:34643,82.57,-72.15,-168.63,-0.92,0.35,0.07,0.986813052,1.03767043
4:10:2:20:34739,76.35,-73.96,-163.19,-1,0.2,0.15,1.030776406,1.037008138
4:10:2:20:34835,62.65,-76.97,-149.18,-0.83,0.08,0.05,0.83534424,0.9509779
4:10:2:21:35247,50.43,-73.93,-140.97,-0.89,0.19,0.08,0.913564448,0.926561698
4:10:2:21:35343,49.63,-72.32,-139.71,-1,0.16,0.19,1.030388276,0.926432321
4:10:2:21:35454,43.64,-69.58,-131.68,-0.95,0.3,0.26,1.029611577,0.9911881
4:10:2:21:35534,30.92,-66.15,-117.74,-0.97,0.3,0.36,1.077265056,1.04575497
4:10:2:21:35646,24,-59.64,-108.95,-0.71,0.25,0.49,0.898164796,1.001680476
4:10:2:21:35742,27.95,-55.01,-110.35,-0.76,0.19,0.64,1.011582918,0.995670923
4:10:2:22:35854,32.03,-53.66,-111.84,-0.62,0.35,0.56,0.905814551,0.938520755
4:10:2:22:36256,40.05,-66.1,-120.54,-1.01,0.3,0.36,1.11341816,1.010271876
4:10:2:22:36336,41.44,-66.63,-123.74,-0.86,0.26,0.31,0.950420959,0.989884557
4:10:2:22:36432,43.59,-67.96,-127.76,-0.88,0.21,0.26,0.941328848,1.001722656
4:10:2:22:36528,44.86,-68.46,-129.04,-0.89,0.3,0.3,0.985951317,0.959233708
4:10:2:22:36640,45.6,-68.37,-130.18,-0.94,0.26,0.32,1.026450194,0.984576786
4:10:2:22:36752,45.56,-67.86,-129.96,-0.92,0.29,0.3,1.010198,1.00753317
4:10:2:23:36848,47.1,-66.84,-130.92,-0.9,0.24,0.31,0.98168223,1.006110141
4:10:2:23:37241,43.54,-66.88,-127.03,-0.94,0.3,0.33,1.040432602,1.010770944
4:10:2:23:37353,43.05,-66.04,-127.17,-0.89,0.29,0.34,0.99589156,1.006002131
4:10:2:23:37465,42.57,-65.59,-127.36,-0.92,0.28,0.32,1.013508757,1.016610973
4:10:2:23:37545,41.25,-65.37,-126.61,-0.9,0.29,0.34,1.004838295,1.004746204
4:10:2:23:37641,39.43,-65.17,-125.74,-0.91,0.26,0.35,1.009058968,1.00913534
4:10:2:23:37736,38.86,-64.76,-125.66,-0.88,0.25,0.38,0.990605875,1.001501046
4:10:2:24:37849,38.96,-64.79,-126.63,-0.95,0.22,0.36,1.039471019,1.013045287
4:10:2:24:38253,37.09,-64.53,-125.22,-0.89,0.26,0.35,0.991060039,1.007045644
4:10:2:24:38333,37.53,-64.18,-125.82,-0.9,0.26,0.35,1.000049999,1.010193686
4:10:2:24:38446,37.69,-64.08,-126.03,-0.9,0.27,0.36,1.00623059,0.999113542
4:10:2:24:38557,37.71,-63.9,-126,-0.9,0.27,0.36,1.00623059,1.004170393
4:10:2:24:38653,37.59,-63.81,-125.94,-0.9,0.27,0.36,1.00623059,1.00623059
4:10:2:24:38733,37.42,-63.73,-125.74,-0.9,0.27,0.36,1.00623059,1.00623059
4:10:2:24:38829,36.48,-63.66,-124.97,-0.9,0.27,0.37,1.009851474,1.007437551
4:10:2:25:39235,34.65,-60.06,-122.31,-0.8,0.27,0.43,0.947523087,0.987868384
4:10:2:25:39331,33.17,-60.62,-121.32,-0.76,0.25,0.44,0.913071739,0.956815433
4:10:2:25:39443,34.71,-61.05,-123.41,-1.02,0.25,0.44,1.138639539,0.999744788
4:10:2:25:39555,31.06,-61.11,-119.63,-0.84,0.33,0.44,1.004041832,1.01858437
4:10:2:25:39635,30,-60.38,-119.62,-0.86,0.2,0.41,0.973498844,1.038726738
4:10:2:25:39731,28.32,-59.96,-118.21,-0.89,0.17,0.49,1.030097083,1.00254592
4:10:2:26:39875,26.54,-59.35,-116.97,-0.77,0.26,0.44,0.924175308,0.975923745
4:10:2:26:40237,32.68,-61.83,-123.19,-0.91,0.27,0.43,1.042065257,0.998779216
4:10:2:26:40333,32.1,-62.45,-122.27,-0.83,0.27,0.38,0.951945377,0.972728647
4:10:2:26:40445,33.65,-62.98,-124.12,-0.92,0.24,0.45,1.051903037,1.015304557
4:10:2:26:40541,33.51,-63.03,-123.88,-0.91,0.25,0.42,1.032956921,1.012268445
4:10:2:26:40653,29.84,-63.08,-120.93,-0.88,0.21,0.39,0.985190337,1.023350098
4:10:2:26:40749,29.66,-63.44,-120.63,-0.92,0.29,0.39,1.040480658,1.019542639
4:10:2:26:40829,27.22,-63.23,-119.43,-0.98,0.19,0.48,1.107655181,1.044442059
4:10:2:27:41262,42.4,-69.35,-141.12,-0.96,0.28,0.16,1.012719112,1.053618317
4:10:2:27:41343,40.92,-69.65,-142.16,-1.03,0.21,0.34,1.104807676,1.075060656
4:10:2:27:41455,34.27,-69.91,-132.99,-0.78,0.05,0.32,0.844570897,0.987365895
4:10:2:27:41534,35.42,-66.95,-133.34,-0.78,0.08,0.49,0.924608025,0.957995533
4:10:2:27:41631,29.51,-66.94,-126.3,-1.29,0.3,0.66,1.479763495,1.082980806
4:10:2:27:41743,4.08,-66.79,-103.2,-0.85,0.24,0.34,0.946414286,1.116928602
4:10:2:28:41854,35.77,-66.68,-132.76,-1,0.02,0.38,1.06995327,1.165377017
4:10:2:28:42232,29.15,-66.75,-126.62,-0.93,0.21,0.3,0.999499875,1.005289144
4:10:2:28:42328,30.31,-66.32,-127.68,-0.9,0.19,0.36,0.987775278,1.019076141
4:10:2:28:42472,28.96,-66.21,-125.93,-0.91,0.25,0.35,1.006528688,0.997934614
4:10:2:28:42552,25.86,-66.11,-124.36,-0.99,0.2,0.41,1.090045871,1.028116612
4:10:2:28:42648,34.59,-64.94,-130.78,-1.05,0.29,0.33,1.138200334,1.078258298
4:10:2:28:42760,33.12,-63.79,-129.02,-0.8,0.24,0.37,0.913509715,1.047251973
4:10:2:29:42856,30.85,-62.83,-128.98,-0.78,0.11,0.2,0.812711511,0.954807187
4:10:2:29:43257,37.96,-62.56,-133.91,-1.03,0.31,0.41,1.15112988,0.959117035
4:10:2:29:43338,33.7,-62.45,-130.74,-0.85,0.22,0.38,0.956713123,0.973518171
4:10:2:29:43450,34.76,-61.94,-130.25,-0.98,0.26,0.41,1.093663568,1.067168857
4:10:2:29:43546,29.75,-62.07,-125.9,-0.82,0.22,0.49,0.980255069,1.010210587
4:10:2:29:43641,36.64,-59.46,-133.32,-0.82,0.32,0.32,0.936589558,1.003502732
4:10:2:29:43738,37.16,-61.02,-134.61,-0.89,0.23,0.36,0.987218314,0.96802098
4:10:2:29:43833,37.32,-62.38,-134.4,-0.96,0.3,0.36,1.068269629,0.997359167
4:10:2:30:44246,36.8,-61.39,-131.93,-0.92,0.22,0.41,1.030970417,1.028819453
4:10:2:30:44341,35.69,-60.49,-131.02,-0.89,0.27,0.37,1.000949549,1.033396532
4:10:2:30:44454,40.01,-58.9,-134.09,-0.88,0.35,0.39,1.02420701,1.018708992
4:10:2:30:44565,41.51,-58.06,-135.7,-0.77,0.36,0.33,0.911811384,0.978989315
4:10:2:30:44630,48.38,-58.98,-142.79,-0.91,0.5,0.33,1.089495296,1.008504563
4:10:2:30:44758,50.56,-59.52,-145.91,-0.86,0.38,0.35,1.003244736,1.001517139
4:10:2:30:44838,48.52,-60.35,-143.59,-0.88,0.36,0.31,1.000049999,1.03093001
4:10:2:31:45251,61.46,-67.89,-147.43,-0.96,0.36,0.13,1.033489236,1.012261323
4:10:2:31:45346,72.55,-72.25,-156.64,-0.96,0.35,-0.07,1.02420701,1.019248748
4:10:2:31:45442,82.48,-77.23,-169.24,-1.05,0.27,0,1.08415866,1.047284969
4:10:2:31:45538,92.7,-78.93,-178.94,-1.01,0.18,-0.03,1.026352766,1.044906145
4:10:2:31:45651,105.2,-72.56,170.41,-0.95,0.26,-0.04,0.985748447,1.032086624
